Index,Name,Date,Longitude,Latitude,Navy,Description,Cause
958,HMT Valpa,19/03/1916,53.6575,0.2408333, Royal Navy ," World War I: The naval trawler struck a mine and sank in the North Sea off Spurn Point , Yorkshire with the loss of three of her crew.",mine
959,Ginette,20/03/1916,39.99333,19.66667, French Navy ," World War I: The naval trawler struck a mine and sank in the Ionian Sea off Corfu , Greece.",mine
960,Langeli,20/03/1916,52.6571174695268,2.01036104108357, Norway , World War I : The cargo ship was sunk in the North Sea 5 nautical miles (9.3 km) south south east of the Corton Lightship ( United Kingdom ) by SM UB-29 ( Kaiserliche Marine ) with the loss of a crew member.,submarine
961,Skodsborg,20/03/1916,52.6571174695268,2.01036104108357, Denmark , World War I: The cargo ship was sunk in the North Sea 5 nautical miles (9.3 km) south south east of the Corton Lightship ( United Kingdom ) by SM UB-29 ( Kaiserliche Marine ) with the loss of three of her crew.,submarine
962,Aranmore,21/03/1916,54.08194,-10.38056, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the Atlantic Ocean 24 nautical miles (44 km) off Eagle Island, County Mayo by SM U-43 ( Kaiserliche Marine ). Her crew survived.",submarine
963,HMS E24,21/03/1916,54.16667,8.066667, Royal Navy , World War I: The E -class submarine was last reported in the Heligoland Bight on this date. Believed to have subsequently struck a mine and sank with the loss of all 30 crew.,mine
964,Englishman,24/03/1916,55.9905233074924,-7.09336869314721, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean 30 nautical miles (56 km) north east of Malin Head , County Donegal by SM U-43 ( Kaiserliche Marine ) with the loss of ten crew.",submarine
965,Fulmar,24/03/1916,51.7088348749536,1.59383587480511, United Kingdom ," World War I: The cargo ships gtruck a mine and sank in the North Sea 7 nautical miles (13 km) north east of North Foreland , Kent with the loss of a crew member.",mine
966,SMS G194,24/03/1916,56,3, Kaiserliche Marine , World War I: The destroyer was rammed and sunk in the North Sea by HMS Cleopatra ( Royal Navy ).,collision
967,HMY Marcella,24/03/1916,51.23639,1.565556, Royal Navy , The naval yacht collided with another vessel and sank in The Downs.,collision
968,Salybia,24/03/1916,51.0805019822982,1.11157355406506, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the English Channel 4 nautical miles (7.4 km) south west by west of Dungeness , Kent by SM UB-29 ( Kaiserliche Marine ). Her crew survived.",submarine
969,Sussex,24/03/1916,50.73611,1.598611, France ," Sussex World War I: The passenger ferry was torpedoed and damaged in the English Channel by UB-29 ( Kaiserliche Marine ) with the loss of at least 50 lives. She was beached at Boulogne , Pas-de-Calais . Sussex was repaired post-war and returned to service.",torpedo
970,HMT Grateful,25/03/1916,55.44278,-6.240556, Royal Navy ," The naval trawler was wrecked at Torr Head , County Antrim . She was salvaged in 1917, repaired and sold into merchat service in 1918.",unspecified
971,HMT Hilary II,25/03/1916,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
972,HMS Medusa,25/03/1916,56,3, Royal Navy , World War I: The Medea -class destroyer collided with HMS Laverock ( Royal Navy ) in the North Sea whilst under attack by Luftstreitkrafte aircraft and sank. Her crew were rescued by HMS Laverock.,collision
973,Ottomar,25/03/1916,51.4825,-9.646667, Russia , World War I: The sailing vessel was sunk in the Atlantic Ocean 40 to 45 nautical miles (74 to 83 km) south east of the Fastnet Rock by SM U-44 ( Kaiserliche Marine ).,submarine
974,Cerne,26/03/1916,51.71111,0.9927778, United Kingdom , World War I : The cargo ship struck a mine and sank in the Thames Estuary . Her 23 crew survived.,mine
975,SMS S22,26/03/1916,56,3, Kaiserliche Marine , World War I: The V1 -class destroyer struck a mine and sank in the North Sea with the loss of 76 of her crew.,mine
976,Saint Cecilia,26/03/1916,51.000994032,1.21250000018091, United Kingdom ," World War I: The cargo ship struck a mine and sank in the English Channel 3 nautical miles (5.6 km) south of Folkestone , Kent . Her crew survived.",mine
977,Tabora,26/03/1916,68.561772, 0.763606, Germany , ( Red Cross ): World War I: The hospital ship was sunk by HMS Hyacinth ( Royal Navy ).,unspecified
978,HMT Lerwick,27/03/1916,NONE,NONE, Royal Navy , The naval trawler was lost on this date.,unspecified
979,Manchester Engineer,27/03/1916,52.0400401182896,-7.11740836991919, United Kingdom , World War I : The cargo ship was torpedoed and sunk in the Irish Sea 20 nautical miles (37 km) west by south of the Coningbeg Lightship ( United Kingdom ) by SM U-44 ( Kaiserliche Marine ). Her crew survived.,submarine
980,Eagle Point,28/03/1916,50.8037763090357,-8.13692961769127, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the Atlantic Ocean 100 nautical miles (190 km) west north west of the Bishop Rock, Isles of Scilly by SM U-70 ( Kaiserliche Marine ). Her crew survived.",submarine
981,Lavinia Westoll,28/03/1916,53.2010597018808,0.54581695861443, United Kingdom , World War I: The cargo ship struck a mine and sank in the North Sea 33 nautical miles (61 km) south east by south of the Spurn Lightship ( United Kingdom ).,mine
982,HMT Saxon Prince,28/03/1916,51.15,1.478889, Royal Navy ," The naval trawler foundered in the English Channel off Dover , Kent with the loss of all hands.",ran aground
983,Achilles,31/03/1916,49.2390688028214,-6.69758960530271, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the Atlantic Ocean 90 nautical miles (170 km) west north west of Ouessant , Finistère , France by SM U-44 ( Kaiserliche Marine ) with the loss of five crew.",submarine
984,Alacrity,31/03/1916,52.37639,1.866389, United Kingdom ," World War I: The ship was torpedoed and sunk in the North Sea off Southwold , Suffolk by SM UB-13 ( Kaiserliche Marine ) with the loss of all fourteen crew.",submarine
985,Goldmouth,31/03/1916,49.0324362841785,-6.19873456813705, United Kingdom ," World War I: The tanker was torpedoed and sunk in the Atlantic Ocean 60 nautical miles (110 km) west north west of Ouessant by SM U-44 ( Kaiserliche Marine ). Her crew survived, but her captain was taken as a prisoner of war.",submarine
986,Hans Guide,31/03/1916,48.8326885831278,-6.18445585954363, Norway , World War I: The cargo ship was sunk on the Atlantic Ocean 55 nautical miles (102 km) west by north of Ouessant by SM U-44 ( Kaiserliche Marine ). Her crew survived.,submarine
987,Hollandia,31/03/1916,51.98833,2.064167, Sweden , World War I: The cargo ship was torpedoed and sunk in the North Sea near the Galloper Lightship ( United Kingdom ) by SM UB-6 ( Kaiserliche Marine ). Her crew survived.,submarine
988,Hermatrice,Unknown date 1916,50.13334,-1.266667, Royal Navy , World War I: The Q-ship was torpedoed and sunk in the English Channel by a Kaiserliche Marine submarine.,torpedo
989,Linfield,Unknown date 1916,32.05,-40.41667, Norway , World War I : The barque was shelled and sunk in the Atlantic Ocean by a German submarine. Her23 crew survived.,shelled
990,Ashburton,01/04/1916,49.1701912966071,-6.53130459291416, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the Atlantic Ocean 80 nautical miles (150 km) west north west of Ouessant , Finistère , France by SM U-44 ( Kaiserliche Marine ). Her crew survived.",submarine
991,Bengairn,01/04/1916,49.5352837056407,-11.5938832768841, United Kingdom , World War I: The four-masted barque was shelled and sunk in the Atlantic Ocean 165 nautical miles (306 km) south west of the Fastnet Rock by SM U-28 ( Kaiserliche Marine ). Her 26 crew survived.,submarine
992,Peter Hamre,01/04/1916,51.72667,1.765556, Norway , World War I: The cargo ship was torpedoed and sunk in the North Sea 2 nautical miles (3.7 km) off the Kentish Knock Lightship by SM UB-10 ( Kaiserliche Marine ) with the loss of fourteen of her crew.,submarine
993,HMT Commandant,02/04/1916,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
994,Enrichetta,03/04/1916,41.292342, 39.349931, Imperial Russian Navy , World War I: The auxiliary minesweeper was shelled and damaged in the Black Sea west of Lazistan by SM U-33 ( Kaiserliche Marine ). She became a total loss by 16 April.,submarine
995,HMT Pecheur,03/04/1916,52.1746755276406,-5.56185973364775, Royal Navy , The naval trawler collided with another vessel and sank in the Irish Sea off the Smalls Lighthouse.,collision
996,Sneaton,03/04/1916,37.5030522890574,8.01920889810644, United Kingdom ," World War I: The collier was scuttled in the Mediterranean Sea 35 nautical miles (65 km) north north east of Cape de la Garde , Algeria by SM U-34 ( Kaiserliche Marine ). Her crew survived.",submarine
997,Maria Carmella Findari,04/04/1916,37.525349, 11.583584, Italy , World War I: The sailing vessel was sunk in the Strait of Sicily by SM U-39 ( Kaiserliche Marine ).,submarine
998,Baus,05/04/1916,49.7955985087,0.0810898826560237, Norway ," World War I: The cargo ship was sunk in the English Channel 15 nautical miles (28 km) west north west of Cap de la Hève , Seine-Maritime , France by SM UB-18 ( Kaiserliche Marine ) with the loss of four of her crew.   Survivors were rescued by a French fishing vessel.",submarine
999,Jeanette,05/04/1916,50.229114, -1.431335, France ," World War I: The lugger was sunk in the English Channel 12 nautical miles (22 km) off St. Catherine's Point , Isle of Wight , United Kingdom by SM UB-18 ( Kaiserliche Marine ).",submarine
1000,SM UB-26,05/04/1916,68.561772, 0.763606, Kaiserliche Marine ," World War I: The Type UB II submarine was trapped in anti submarine nets and was scuttled. Subsequently salvaged by the French, repaired and entered French Navy service at Roland Morillot.",scuttled
1001,Zent,05/04/1916,51.3912050311097,-10.1056377901567, United Kingdom , World War I: The refrigerated cargo ship was torpedoed and sunk in the Atlantic Ocean 28 nautical miles (52 km) west by south of the Fastnet Rock by SM U-66 ( Kaiserliche Marine ) with the loss of 49 crew.,submarine
1002,Asger Ryg,06/04/1916,50.76305,0.3680556, Denmark ," World War I : The cargo ship was sunk in the English Channel west of Beachy Head , East Sussex , United Kingdom by SM UB-29 ( Kaiserliche Marine ) with the loss of all fifteen crew.",submarine
1003,Yonne,06/04/1916,37.0929802690132,2.46968511129917, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Mediterranean Sea 18 nautical miles (33 km) north north west of Cape Cherchell , Algeria by SM U-34 ( Kaiserliche Marine ). Her crew survived.",submarine
1004,Clyde,07/04/1916,50.46371152,1.072159, United Kingdom ," World War I: The brig was scuttled in the English Channel 32 nautical miles (59 km) north of Dieppe, Seine-Maritime , France by SM UB-18 ( Kaiserliche Marine ). Her crew survived.",submarine
1005,Rijndijk,07/04/1916,50.2768633864964,-6.86484927291883, Netherlands ," World War I: The cargo ship was torpedoed and damaged in the Atlantic Ocean 20 nautical miles (37 km) west north west of the Bishop Rock, Isles of Scilly United Kingdom by SM U-66 ( Kaiserliche Marine ). She was beached but was later refloated.",submarine
1006,Avon,09/04/1916,51.5992212324865,1.62192008817873, United Kingdom , World War I : The cargo ship struck a mine and sank in the North Sea 2.5 nautical miles (4.6 km) south east by east of the Tongue Lightship ( United Kingdom ) with the loss of two of her crew.,mine
1007,Eastern City,09/04/1916,48.9448799244185,-5.34210419231859, United Kingdom ," World War I: The cargo ship was shelled and sunk in the Atlantic Ocean 18 nautical miles (33 km) north by west of Ouessant , Finistère , France by SM U-66 ( Kaiserliche Marine ). Her crew survived.",submarine
1008,Glenalmond,09/04/1916,49.103574,-5.284167, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean 27 nautical miles (50 km) north of Ouessant by SM U-66 ( Kaiserliche Marine ). Her crew survived.,submarine
1009,Gryoz,09/04/1916,43.345790, 33.161158, Russia , World War I: The sailing vessel was sunk in the Black Sea by SM UB-7 ( Kaiserliche Marine ). Her crew survived.,submarine
1010,Sjolyst,09/04/1916,49.06757688,-5.284167, Norway , World War I: The coaster was sunk in the Atlantic Ocean 25 nautical miles (46 km) north of Ouessant by SM U-66 ( Kaiserliche Marine ). Her crew survived.,submarine
1011,Silksworth,10/04/1916,52.73444,1.978333, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the North Sea 1.25 nautical miles (2.32 km) off the Corton Lightship ( United Kingdom ) by SM UB-12 ( Kaiserliche Marine ) with the loss of three of her crew.,submarine
1012,Inverlyon,11/04/1916,52.1712750621428,-11.3095171238855, United Kingdom , World War I: The barque was shelled and sunk in the Atlantic Ocean 108 nautical miles (200 km) west north west of the Fastnet Rock by SM U-73 ( Kaiserliche Marine ). Her crew survived.,submarine
1013,Margam Abbey,11/04/1916,49.3350979018802,-5.9804610922947, United Kingdom ," World War I: The collier was shelled and sunk in the Atlantic Ocean 55 nautical miles (102 km) south west of The Lizard , Cornwall by SM U-66 ( Kaiserliche Marine ). Her crew survived.",submarine
1014,Robert Adamson,11/04/1916,56,3, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the North Sea. Her 29 crew were rescued.,torpedo
1015,Prøven,12/04/1916,53.10230048,2.354722, Denmark , World War I: The schooner was sunk in the North Sea 22 nautical miles (41 km) north of the Smith's Knoll Lightship ( United Kingdom ) by SM UB-13 ( Kaiserliche Marine ). Her crew survived.,submarine
1016,Chic,13/04/1916,50.9543334887849,-10.1748335064751, United Kingdom , World War I : The cargo ship was torpedoed and sunk in the Atlantic Ocean 45 nautical miles (83 km) south west of the Fastnet Rock by SM U-22 ( Kaiserliche Marine ) with the loss of nine crew.,submarine
1017,HMT Alberta,14/04/1916,53.80194,-0.2872222, Royal Navy ," World War I : The naval trawler struck a mine and sank in the North Sea off Grimsby , Lincolnshire.",mine
1018,HMT Orcades,14/04/1916,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
1019,Schwanden,15/04/1916,68.561772, 0.763606, Russia , World War I: The barque was scuttled in the Atlantic Ocean by SM U-69 ( Kaiserliche Marine ) at approximately the same position as Fairport ( United Kingdom ).,submarine
1020,Demir Hissar,16/04/1916,37.73417,24.37167, Ottoman Navy ," World War I: The torpedo boat was sunk in the Strait of Chios by HMS Jed , HMS Kennet and HMS Wear (all Royal Navy ).",unspecified
1021,Papelera,16/04/1916,50.14944,-6.557222, Norway , World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean west of the Isles of Scilly by SM U-69 ( Kaiserliche Marine ). Her crew survived.,submarine
1022,HMT Sunbeam I,16/04/1916,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
1023,Terje Viken,17/04/1916,38.8425,-9.544444, Norway ," World War I: The cargo ship struck a mine and sank in the Atlantic Ocean off Cabo Guia , Portugal. Her crew survived.",mine
1024,Ravenhill,18/04/1916,50.149439993555,-7.75412624, United Kingdom ," World War I : The full-rigged ship was shelled and sunk in the Atlantic Ocean 72 nautical miles (133 km) west of the Bishop Rock, Isles of Scilly by SM U-69 ( Kaiserliche Marine ). Her crew survived.",submarine
1025,Cairngowan,20/04/1916,51.6615785831278,-10.5469558595436, United Kingdom , World War I : The cargo ship was shelled and sunk in the Atlantic Ocean 55 nautical miles (102 km) west by north of the Fastnet Rock by SM U-69 ( Kaiserliche Marine ). Her crew survived.,submarine
1026,SS Libau,20/04/1916,52.29778,-10.03472, Kaiserliche Marine ," World War I : Easter Rising : The freighter, masquerading as Aud ( Norway ), was scuttled off Fenit , County Kerry , Ireland.",scuttled
1027,Ross,22/04/1916,50.5005744767212,-8.32249427361497, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean 108 nautical miles (200 km) west by north of the Bishop Rock, Isles of Scilly by SM U-19 ( Kaiserliche Marine ). Her crew survived.",submarine
1028,Tregantle,22/04/1916,56,3, United Kingdom , World War I: The cargo ship was torpedoed and sunk in the North Sea by enemy action.,torpedo
1029,HMT Lena Melling,23/04/1916,51.50389,1.627778, Royal Navy , World War I : The naval trawler struck a mine and sank in the North Sea off the Elbow Lightship ( United Kingdom ).   North foreland,mine
1030,HMT Clover Bank,24/04/1916,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
1031,HMT King Stephen,24/04/1916,52.55416,1.761111, Royal Navy ," World War I : The naval trawler, operating as a Q-ship , was sunk in the North Sea off Lowestoft , Suffolk by a Kaiserliche Marine destroyer. Her crew were taken as prisoners of war.",unspecified
1032,SM UB-13,24/04/1916,50.251670, -5.178611, Kaiserliche Marine , World War I: The Type UB I submarine was lost in action off the mouth of the River Thames with the loss of all seventeen crew.,unspecified
1033,HMT Au Fait,25/04/1916,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
1034,Berkelstroom,25/04/1916,56,3, Netherlands , World War I : The coaster was sunk in the North Sea by SM UB-29 ( Kaiserliche Marine ).,submarine
1035,HMS E22,25/04/1916,52.7675,1.726111, Royal Navy ," World War I: The E-class submarine was torpedoed and sunk in the North Sea off Great Yarmouth , Norfolk by SM UB-18 ( Kaiserliche Marine ) with the loss of all 30 crew.",submarine
1036,Georgiy Pobedonosets,25/04/1916,44.580538, 33.343484, Russia , World War I: The sailing vessel was sunk in the Black Sea south west of Cape Khersones by SM UC-15 ( Kaiserliche Marine ). Her crew survived.,submarine
1037,HMS Penelope,25/04/1916,52.55416,1.761111, Royal Navy ," World War I: The Arethusa -class cruiser was damaged in the North Sea of Lowestoft , Suffolk by SM UB-29 ( Kaiserliche Marine ).   She was later repaired and returned to service.",submarine
1038,Zhivuchi,25/04/1916,44.485,33.58528, Imperial Russian Navy , World War I: The Boiki -class destroyer struck a mine and sank in the Black Sea off Sevastopol.,mine
1039,Alfred,26/04/1916,52.4663763792355,2.20242906808862, United Kingdom ," World War I : The fishing smack was scuttled in the North Sea 27 nautical miles (50 km) east by south of Lowestoft , Suffolk by SM UB-18 ( Kaiserliche Marine ). Her crew survived.",submarine
1040,HMS Nasturtium,27/04/1916,35.85778,14.73528, Royal Navy , World War I: The Arabis -class sloop struck a mine and sank in the Mediterranean Sea off Malta with the loss of eight of her 79 crew.,mine
1041,HMS Russell,27/04/1916,35.85778,14.73528, Royal Navy , ): World War I: The Duncan -class battleship struck two mines and sank in the Mediterranean Sea at Malta and sank with the loss of 124 of her 720 crew.,mine
1042,HMY Aegusa,28/04/1916,35.85778,14.73528, Royal Navy , World War I : The naval yacht struck a mine and sank in the Mediterranean Sea off Malta with the loss of six of her crew.,mine
1043,Anzhelika,28/04/1916,43.436106, 39.893641, Russia , World War I: The sailing vessel was sunk in the Black Sea off Adler by SM U-33 ( Kaiserliche Marine ).,submarine
1044,Blessing,28/04/1916,55.17583,-1.463056, United Kingdom , World War I: The fishing vessel was sunk in the Tyne Estuary by SM UB-27 ( Kaiserliche Marine ). Her crew survived.,submarine
1045,Christian,28/04/1916,55.1774862611122,-1.15418348215894, Denmark ," World War I: The schooner was damaged in the North Sea 16 nautical miles (30 km) east north east of the Souter Point Lighthouse , Northumberland , United Kingdom by SM UB-27 ( Kaiserliche Marine ). She was beached but was later refloated.",submarine
1046,Lyusya,28/04/1916,43.047293696,40.2967530003004, Russia , World War I: The sailing vessel was sunk in the Black Sea 5 nautical miles (9.3 km) south of Pitsunda by SM U-33 ( Kaiserliche Marine ).,submarine
1047,Teal,29/04/1916,54.875,-1.4925, United Kingdom ," World War I: The coaster was torpedoed and sunk in the North Sea 2 nautical miles (3.7 km) off Seaham , County Durham by SM UB-27 ( Kaiserliche Marine ). Her crew survived.",submarine
1048,Bakio,30/04/1916,32.05,-40.41667, Spain , World War I : The cargo ship was torpedoed and sunk in the Atlantic Ocean by SM U-20 ( Kaiserliche Marine ).,submarine
1049,Chirketi Hairie,Unknown date 1916,40.8675,28.18694, Ottoman Empire , World War I : The troopship was torpedoed and sunk in the Sea of Marmara by a Royal Navy submarine.,torpedo
1050,Imperator,Unknown date 1916,32.05,-40.41667, Russia ," World War I : The barquentine was torpedoed and damaged in the Atlantic Ocean and was abandoned by her 33 crew. They were rescued by Darentria ( Netherlands ) and Lady Plymouth ( United Kingdom ), which towed Imperator in to Valencia , Spain.",torpedo
1051,Rio Branco,01/05/1916,55.9713375375687,-0.959426393941305, Brazil ," World War I: The cargo ship was torpedoed and sunk in the North Sea 50 nautical miles (93 km) east by north of the Longstone Lighthouse , Northumberland , United Kingdom by SM UB-27 ( Kaiserliche Marine ). Her crew survived.",submarine
1052,SMS S123,01/05/1916,56,3, Kaiserliche Marine , World War I: The S90 -class torpedo boat struck a mine and sank in the North Sea.,mine
1053,Ruabon,02/05/1916,48.1269082564019,-7.9320754047502, United Kingdom ," World War I: The cargo ship was captured, torpedoed and sunk in the Atlantic Ocean 160 nautical miles (300 km) west by south of Ouessant by SM U-20 ( Kaiserliche Marine ). Her crew survived.   Her crew were rescued by Misurata ( Italy ).",submarine
1054,HMT Crownsin,04/05/1916,35.85778,14.73528, Royal Navy , World War I : The naval trawler struck a mine and sank in the Mediterranean Sea off Malta with the loss of eleven crew.,mine
1055,Harald,05/05/1916,56,3, Sweden , World War I : The schooner was sunk in the North Sea by SM UB-21 ( Kaiserliche Marine ). Her crew survived.,submarine
1056,Galgate,06/05/1916,48.2342637573477,-7.95030874016585, United Kingdom ," World War I : The four-masted full-rigged ship was shelled and sunk in the Atlantic Ocean 190 nautical miles (350 km) south west by west of The Lizard , Cornwall by SM U-20 ( Kaiserliche Marine ). Her crew survived.",submarine
1057,Cymric,08/05/1916,52.3779075807857,-11.8083721610512, United Kingdom , World War I : The ocean liner was torpedoed and sunk in the Atlantic Ocean 140 nautical miles (260 km) west north west of the Fastnet Rock by U-20 ( Kaiserliche Marine ) with the loss of five lives.,torpedo
1058,Dolcoath,10/05/1916,51.6761617886173,1.53184312964001, United Kingdom ," World War I : The cargo ship struck a mine and sank in the North Sea 3.25 nautical miles (6.02 km) north north east of North Foreland , Kent with the loss of a crew member.",mine
1059,Som,10/05/1916,60.105996, 18.954940, Imperial Russian Navy ," The Som -class submarine accidentally collided with Ångermanland ( Sweden ) and sank in the Sea of Åland , in the area between the island of Arholma and Svartklubben lighthouse. 18 crew were killed in the incident.   The discovery of a submarine wreck off the coast of Sweden in 2015, was confirmed by the Swedish Armed Forces in July of that year to in all likelihood be that of Som.",collision
1060,Eretria,13/05/1916,46.6616409828291,-2.68448450911784, United Kingdom ," World War I : The cargo ship struck a mine and sank in the Bay of Biscay 15 nautical miles (28 km) south south west of the Île d'Yeu , Vendée , France.",mine
1061,HMS M30,14/05/1916,38.796410, 26.459914, Royal Navy , World War I: The M29 -class monitor was shelled and sunk in the Gulf of Smyrna by Ottoman shore-based artillery.,shelled
1062,Etretria,16/05/1916,46.89444,-2.588056, United Kingdom ," World War I: The passenger ship struck a mine and sank in the Bay of Biscay off the Île d'Yeu , Vendée , France.",mine
1063,Boy Percy,17/05/1916,52.37639,1.866389, United Kingdom ," World War I : The fishing smack was scuttled in the North Sea off Southwold , Suffolk by SM UB-29 ( Kaiserliche Marine ) with the loss of all hands.",submarine
1064,Boy Sam,17/05/1916,52.37639,1.866389, United Kingdom , World War I: The fishing smack was scuttled in the North Sea off Southwold by SM UB-29 ( Kaiserliche Marine ). Her crew survived.,submarine
1065,Trave,17/05/1916,56.31861,12.475, Germany ," World War I : The coaster was torpedoed and sunk in the Kattegat off the Kullen Lighthouse , Sweden by a Royal Navy submarine. Her fourteen crew survived.",torpedo
1066,SM U-74,17/05/1916,56.0875,-2.731945, Kaiserliche Marine ," World War I: The Type UE I submarine sank in the North Sea 3.5 nautical miles (6.5 km) off Dunbar , Lothian , United Kingdom after the accidental explosion of a mine she was laying.",mine
1067,Wanderer,17/05/1916,52.37639,1.866389, United Kingdom , World War I: The fishing smack was scuttled in the North Sea off Southwold by SM UB-29 ( Kaiserliche Marine ). Her five crew took to the lifeboat but were not recovered.,submarine
1068,HMT Carbineer,18/05/1916,50.14944,-6.557222, Royal Navy , The naval trawler hit the Crim Rocks in the Isles of Scilly and was run ashore on Great Crebawethan becoming a total loss.,unspecified
1069,HMML 40,18/05/1916,68.561772, 0.763606, Royal Navy , The motor launch was lost on this date.,unspecified
1070,Myosotis,21/05/1916,39.766440, 2.930744, France ," World War I: The sailing ship was sunk in the Mediterranean Sea 32 nautical miles (59 km) off Port Soller , Majorca , Spain by SM U-34 ( Kaiserliche Marine ). Her crew survived.",submarine
1071,Rosalia Madre,21/05/1916,38.48806,15.88333, Italy , World War I: The sailing ship was sunk in the Straits of Messina by SM U-39 ( Kaiserliche Marine ).,submarine
1072,Cornigliano,23/05/1916,39.68926484,0.677896000710722, Italy ," World War I : The cargo ship was sunk in the Mediterranean Sea 12 nautical miles (22 km) south of the Columbretes Islands , Spain by SM U-34 ( Kaiserliche Marine ). Her crew survived.",submarine
1073,Maria Porto di Salvezza,23/05/1916,42.728161, 10.261633, Italy , World War I: The sailing vessel was sunk in the Tyrrhenian Sea off Elba by SM U-39 ( Kaiserliche Marine ). Her crew survived.,submarine
1074,Regina,23/05/1916,39.389753, 2.533680, Russia ," World War I: The barque was sunk in the Mediterranean Sea off the Balearic Islands , Spain by SM U-34 ( Kaiserliche Marine ).",submarine
1075,Rita,25/05/1916,43.3,5.368889, Italy ," World War I: The sailing vessel was sunk in the Mediterranean Sea south of Marseille , Bouches-du-Rhône , France by SM U-39 ( Kaiserliche Marine ). Her crew survived.",submarine
1076,Volharding,26/05/1916,51.568229,3.068573, Belgium , The barge was scuttled in the North Sea north of the Noord Hinder Lightship ( Netherlands ) by SM UC-6 ( Kaiserliche Marine ).,submarine
1077,Moravia,27/05/1916,35.141751, 16.913156, Italy , World War I: The cargo ship was torpedoed and sunk in the Mediterranean Sea.,torpedo
1078,Trunkby,27/05/1916,39.0457413942344,4.37560153904206, United Kingdom ," World War I: The collier was shelled and sunk in the Mediterranean Sea 50 nautical miles (93 km) south by east of Port Mahon , Spain by SM U-39 ( Kaiserliche Marine ). Her crew survived.",submarine
1079,SM UC-3,27/05/1916,51.35,3.2, Kaiserliche Marine ," World War I: The Type UC I submarine struck a mine and sank in the North Sea off Zeebrugge , West Flanders , Belgium with the loss of all eighteen crew.",mine
1080,Lady Ninian,28/05/1916,38.0161265762234,4.29723657398478, United Kingdom ," World War I : The cargo ship was shelled and sunk in the Mediterranean Sea 106 nautical miles (196 km) north east of Algiers , Algeria by SM U-39 ( Kaiserliche Marine ) with the loss of a crew member.",submarine
1081,HMS Black Prince,31/05/1916,55.685474, 7.909556, Royal Navy ," World War I : Battle of Jutland : The Duke of Edinburgh -class cruiser was shelled and sunk in the North Sea off Jutland , Denmark by SMS Friedrich der Grosse , SMS Nassau , SMS Ostfriesland and SMS Thüringen (all Kaiserliche Marine ) and sank with the loss of all 857 crew.",shelled
1082,HMS Defence,31/05/1916,55.685474, 7.909556, Royal Navy , World War I: Battle of Jutland : The Minotaur -class cruiser was shelled and sunk by SMS Derfflinger and four destroyers (all Kaiserliche Marine ) with the loss off all 893 crew.,shelled
1083,SMS Elbing,31/05/1916,55.685474, 7.909556, Kaiserliche Marine ," The Pillau -class cruiser collided with SMS Posen ( Kaiserliche Marine ) and was damaged. She was subsequently scuttled the next day. SMS S53 ( Kaiserliche Marine ) rescued 477 crew, the remaining survivors were rescued by a Dutch trawler.",collision
1084,HMS Indefatigable,31/05/1916,56.760394, 5.053111, Royal Navy , HMS Indefatigable World War I: Battle of Jutland : The Indefatigable -class battlecruiser was shelled and sunk by SMS Westfalen Kaiserliche Marine ) and other battleships with the loss of 1017 of her 1019 crew.,shelled
1085,HMS Nestor,31/05/1916,56.760394, 5.053111, Royal Navy , World War I: Battle of Jutland : the Admiralty M-class destroyer was torpedoed and sunk.,torpedo
1086,HMS Nomad,31/05/1916,56.760394, 5.053111, Royal Navy , Battle of Jutland : The Admiralty M-class destroyer was shelled and sunk with the loss of eight of her 80 crew. Survivors were rescued by the Germans and became prisoners of war.,shelled
1087,HMS Queen Mary,31/05/1916,56.760394, 5.053111, Royal Navy ," World War I: Battle of Jutland : The Queen Mary -class battlecruiser was shelled and sunk by SMS Derfflinger ( Kaiserliche Marine ) with the loss of 1,266 of her 1,284 crew. Survivors were rescued by HMS Laurel , HMS Petard and HMS Tipperary (all Royal Navy ).",shelled
1088,SMS S35,31/05/1916,56.760394, 5.053111, Kaiserliche Marine , World War I: Battle of Jutland : The S31 -class destroyer was sunk.,unspecified
1089,HMS Shark,31/05/1916,56.760394, 5.053111, Royal Navy ," World War I: Battle of Jutland : The Acasta -class destroyer was shelled, torpedoed and sunk by SMS S54 ( Kaiserliche Marine ). Six survivors were rescued by a Danish ship.",torpedo
